ExpNum,SendRate,Latency,Throughput,Duration,TotalNumTxs,Succ,SuccThroughput,SuccPercent,Fail,FailPercent,Mvcc,EndorseFail,PhantomReads
1,100.2,1.415,62.650000000000006,148.61931364724657,9310.999999999998,9261.999999999998,62.320298571582,99.47374073676298,49.0,0.5262592632370315,0.0,49.0,0.0
