ExpNum,SendRate,Latency,Throughput,Duration,TotalNumTxs,Succ,SuccThroughput,SuccPercent,Fail,FailPercent,Mvcc,EndorseFail,PhantomReads
1,100.2,1.33,97.19999999999999,102.880658436214,10000.0,5922.0,57.56183999999999,59.21999999999999,4078.0,40.78,3983.0,95.0,0.0
