ExpNum,SendRate,Latency,Throughput,Duration,TotalNumTxs,Succ,SuccThroughput,SuccPercent,Fail,FailPercent,Mvcc,EndorseFail,PhantomReads
1,298.04999999999995,2.575,269.29999999999995,37.13330857779428,9999.999999999998,5369.999999999998,144.61409999999995,53.69999999999999,4630.0,46.300000000000004,4284.0,346.0,0.0
