ExpNum,SendRate,Latency,Throughput,Duration,TotalNumTxs,Succ,SuccThroughput,SuccPercent,Fail,FailPercent,Mvcc,EndorseFail,PhantomReads
1,100.19999999999999,1.0150000000000001,98.35,101.57600406710726,9989.999999999998,8523.999999999998,83.91745745745745,85.32532532532532,1466.0,14.674674674674677,1442.0,24.0,0.0
