ExpNum,SendRate,Latency,Throughput,Duration,TotalNumTxs,Succ,SuccThroughput,SuccPercent,Fail,FailPercent,Mvcc,EndorseFail,PhantomReads
1,100.19999999999999,1.57,97.25,102.72493573264784,9990.000000000002,7130.000000000002,69.40865865865867,71.37137137137137,2860.0,28.628628628628626,2826.0,34.0,0.0
